@relation relation name
@attribute Title string
@attribute Author1 string
@attribute Author2 string
@attribute Author3 string
@attribute Author4 string
@attribute Author5 string
@attribute Author6 string
@attribute Author7 string
@attribute Edition_Type string
@attribute Edition_Month string
@attribute Edition_Year integer
@attribute Reviews integer
@attribute Ratings real
@attribute Genre1 string
@attribute Genre2 string
@attribute Book_Category1 string
@attribute Book_Category2 string
@data
'D&AD. THE COPY BOOK (BIBLIOTHECA UNIVERSALIS)','D&AD','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','APR',2018,1,5.0,'DESIGN','NONE','ARTS','FILM & PHOTOGRAPHY'
'THREE BILLBOARDS OUTSIDE EBBING, MISSOURI','MARTIN MCDONAGH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2018,1,3.0,'THEATRE','SPECTACLES','HUMOUR','NONE'
'THIRTY DAYS TO BETTER ENGLISH: LEARN TO SPEAK AND WRITE MORE EFFECTIVELY--IN ONLY FIFTEEN MINUTES A DAY! (SIGNET)','NORMAN LEWIS','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','APR',1985,2,4.0,'SPEECH','NONE','LANGUAGE','LINGUISTICS & WRITING'
'WHEN HITLER STOLE PINK RABBIT (ESSENTIAL MODERN CLASSICS)','JUDITH KERR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2017,2,5.0,"CHILDREN'S HISTORICAL FICTION (BOOKS)",'NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'THE PENGUIN DICTIONARY OF LITERARY TERMS AND LITERARY THEORY: FIFTH EDITION','J. A. CUDDON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2015,45,4.6,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
'BASED ON A TRUE STORY: NOT A MEMOIR','NORM MACDONALD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2017,2,3.5,'BIOGRAPHIES','AUTOBIOGRAPHIES','HUMOUR','NONE'
'DC COMICS ENCYCLOPEDIA (DK)','DK','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2016,19,4.5,'ENCYCLOPAEDIAS','REFERENCE WORKS','COMICS & MANGAS','NONE'
"CRICKET'S STRANGEST MATCHES: EXTRAORDINARY BUT TRUE STORIES FROM OVER A CENTURY OF CRICKET",'ANDREW WARD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2016,2,4.5,'CRICKET (BOOKS)','NONE','HUMOUR','NONE'
'A DICTIONARY OF BUSINESS AND MANAGEMENT (OXFORD QUICK REFERENCE)','0',' JONATHAN LAW','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2016,2,4.5,'BUSINESS COMMUNICATION','NONE','LANGUAGE','LINGUISTICS & WRITING'
'THE LETTERS OF VINCENT VAN GOGH (PENGUIN CLASSICS)','VINCENT VAN GOGH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',1997,13,4.1,'ART HISTORY','NONE','ARTS','FILM & PHOTOGRAPHY'
'HOW TO TRANSLATE INTO ENGLISH','RAJENDRA PRASAD SINHA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2017,46,4.4,'LANGUAGE LEARNING','TEACHING','LANGUAGE','LINGUISTICS & WRITING'
'POLITICAL THEORY','ASIRVATHAM EDDY',' MISRA K K','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2010,8,4.0,'POLITICS (BOOKS)','NONE','POLITICS','NONE'
'TIME TO DIE (COURTNEY)','WILBUR SMITH','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','AUG',1991,1,1.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'PUFFIN LIVES: THE 14TH DALAI LAMA','ARAVINDA ANANTHARAMAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2011,3,4.6,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
"THE HUSBAND'S SECRET: FROM THE BESTSELLING AUTHOR OF BIG LITTLE LIES, NOW AN AWARD WINNING TV SERIES",'LIANE MORIARTY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2013,32,3.6,'ROMANCE (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'AN INTRODUCTION TO THE STUDY OF LITERATURE','WILLIAM HENRY HUDSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,5,3.9,'LANGUAGE, LINGUISTICS','WRITING','LANGUAGE','LINGUISTICS & WRITING'
'THE MURDER ON THE LINKS','AGATHA CHRISTIE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2019,48,4.6,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'PYTHON DATA SCIENCE HANDBOOK: ESSENTIAL TOOLS FOR WORKING WITH DATA','JAKE VANDERPLAS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2016,8,4.1,'PROGRAMMING','SOFTWARE DEVELOPMENT','COMPUTING','INTERNET & DIGITAL MEDIA'
'OBELIX AND CO: ALBUM 23 (ASTERIX)','RENÉ GOSCINNY',' ALBERT UDERZO','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2005,4,4.7,'COMICS','MANGAS','COMICS & MANGAS','NONE'
'EVERYTHING IS CONNECTED','KERI SMITH','NONE','NONE','NONE','NONE','NONE','NONE','CARDS','AUG',2013,2,5.0,'HANDICRAFTS, DECORATIVE ARTS','CRAFTS','HUMOUR','NONE'
'LEARN WITH PHONICS BOOK - 5','DREAMLAND PUBLICATIONS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2013,9,5.0,'LINGUISTICS (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'CHFI COMPUTER HACKING FORENSIC INVESTIGATOR CERTIFICATION ALL-IN-ONE EXAM GUIDE','CHARLES BROOKS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','JUN',2014,2,4.0,'IT CERTIFICATION EXAMS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'SIMPLY THE QUEST (WHO LET THE GODS OUT?)','MAZ EVANS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2017,1,5.0,"CHILDREN'S TRADITIONAL STORIES (BOOKS)",'NONE','HUMOUR','NONE'
'GROW ALL YOU CAN EAT IN THREE SQUARE FEET: INVENTIVE IDEAS FOR GROWING FOOD IN A SMALL SPACE (DK RHS GENERAL)','DK','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','FEB',2015,2,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'EUROPE, INDIA, AND THE LIMITS OF SECULARISM (RELIGION AND DEMOCRACY)','JAKOB DE ROOVER','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','SEP',2015,2,5.0,'THEOLOGY','PHILOSOPHY OF RELIGION','POLITICS','NONE'
'CULTURE AND IMPERIALISM','EDWARD W SAID','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',1994,5,4.5,'ANTHROPOLOGY (BOOKS)','NONE','POLITICS','NONE'
'ASTERIX AND THE PICTS: ALBUM 35','JEAN-YVES FERRI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2014,59,4.4,'MANGAS','NONE','COMICS & MANGAS','NONE'
'PALACE OF CLOUDS: A MEMOIR','RAJYASHREE KUMARI BIKANER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2018,3,4.4,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'PATANG','BHASKAR CHATTOPADHYAY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2016,91,4.5,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'ASTRO BOY OMNIBUS VOLUME 5','OSAMU TEZUKA',' TEZUKA PRODUCTIONS','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2016,1,1.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'MY HERO ACADEMIA, VOL. 5','KOHEI HORIKOSHI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2016,5,4.7,'MANGAS','NONE','COMICS & MANGAS','NONE'
'REBEL WITHOUT A CREW: OR HOW A 23-YEAR-OLD FILMMAKER WITH $7,000 BECAME A HOLLYWOOD PLAYER','ROBERT RODRIGUEZ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',1996,3,5.0,'BIOGRAPHIES','AUTOBIOGRAPHIES','ARTS','FILM & PHOTOGRAPHY'
'BERSERK VOLUME 1','KENTURO MIURA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2003,7,4.1,'MANGAS','NONE','COMICS & MANGAS','NONE'
'THE MEN WHO STARE AT GOATS','JON RONSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2009,2,5.0,'HUMOUR (BOOKS)','NONE','HUMOUR','NONE'
'GENETIC ALGORITHMS','GOLDBERG','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2008,6,4.2,'BIOENGINEERING','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'LOVING','DANIELLE STEEL','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2009,2,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'RSS 360: DEMYSTIFYING RASHTRIYA SWAYAMSEVAK SANGH','RATAN SHARDA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2018,24,4.2,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"ELEMENTS OF PROGRAMMING INTERVIEWS IN PYTHON: THE INSIDERS' GUIDE",'ADNAN AZIZ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2016,6,4.6,'ALGORITHMS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
"FILM LIGHTING: TALKS WITH HOLLYWOOD'S CINEMATOGRAPHERS AND GAFFERS",'KRIS MALKIEWICZ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2012,7,5.0,'THEATER','NONE','ARTS','FILM & PHOTOGRAPHY'
'CLOSE TO THE BONE','LISA RAY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2019,11,4.9,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'THE NUTSHELL TECHNIQUE: CRACK THE SECRET OF SUCCESSFUL SCREENWRITING','JILL CHAMBERLAIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2016,1,3.0,'WRITING GUIDES (BOOKS)','NONE','ARTS','FILM & PHOTOGRAPHY'
'GREEKS BEARING GIFTS: BERNIE GUNTHER THRILLER 13','PHILIP KERR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2018,1,5.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'A QUICK & EASY GUIDE TO THEY/THEM PRONOUNS','ARCHIE BONGIOVANNI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2018,1,4.0,"CHILDREN'S REFERENCE (BOOKS)",'NONE','COMICS & MANGAS','NONE'
'LONG WALK TO FREEDOM','NELSON MANDELA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1995,71,4.3,'BIOGRAPHIES','AUTOBIOGRAPHIES','POLITICS','NONE'
"NARUTO: SASUKE'S STORY",'SHIN TOWADA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2017,9,4.8,'MANGAS','NONE','COMICS & MANGAS','NONE'
'KONARK: MONUMENTAL LEGACY','THOMAS DONALDSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2005,3,4.6,'LINGUISTICS (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'ARTIFICIAL INTELLIGENCE: BUILDING INTELLIGENT SYSTEMS','JOSHI P','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2015,3,3.3,'ARTIFICIAL INTELLIGENCE','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'ONE-PUNCH MAN - VOL. 4','ONE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2016,1,3.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'MAN WALKS INTO A BAR: THE ULTIMATE COLLECTION OF JOKES AND ONE-LINERS','MIKE HASKINS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2004,3,5.0,'ENGLISH LITERATURE','NONE','HUMOUR','NONE'
'ARABIA: A JOURNEY THROUGH THE HEART OF THE MIDDLE EAST','LEVISON WOOD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2018,1,5.0,'WALKING, HIKING','TREKKING','SPORTS','NONE'
'PABLO ESCOBAR: MY FATHER','JUAN PABLO ESCOBAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2017,9,4.7,'TRUE ACCOUNTS (BOOKS)','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'ARTEMIS','ANDY WEIR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2017,38,4.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"THE PRINCESS BRIDE: S. MORGENSTERN'S CLASSIC TALE OF TRUE LOVE AND HIGH ADVENTURE",'WILLIAM GOLDMAN','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','MAR',2010,6,3.8,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'AN ADVERTISEMENT FOR TOOTHPASTE (PENGUIN MODERN)','RYSZARD KAPUSCINSKI',' WILLIAM BRAND','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2018,4,4.2,'HISTORY (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'THE END OF INDIA','KHUSHWANT SINGH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,49,4.4,'GOVERNMENT (BOOKS)','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'TOKYO GHOUL: RE - VOL. 7','SUI ISHIDA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2018,1,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'INTRODUCTION TO ALGORITHMS (EASTERN ECONOMY EDITION)','THOMAS H. CORMEN',' CHARLES E. LEISERSON',' RONALD L. RIVEST',' CLIFFORD STEIN','NONE','NONE','NONE','PAPERBACK','FEB',2010,279,4.2,'ALGORITHMS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'WHAT I TALK ABOUT WHEN I TALK ABOUT RUNNING','HARUKI MURAKAMI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2009,29,4.0,'GYMNASTICS (BOOKS)','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
"LUCENT'S JUNIOR ENGLISH GRAMMAR",'R.K. SHARMA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2016,5,3.2,'GRAMMAR (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
"CAPTIVE FOR THE SHEIKH'S PLEASURE (RUTHLESS ROYAL SHEIKHS)",'CAROL MARINELLI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2017,1,5.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'LAZY SUNDAY: CALVIN & HOBBES SERIES: BOOK FIVE (CALVIN AND HOBBES)','BILL WATTERSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1990,2,4.5,'COMICS','GRAPHIC NOVELS','COMICS & MANGAS','NONE'
'CREATIVE CONFIDENCE: UNLEASHING THE CREATIVE POTENTIAL WITHIN US ALL','TOM','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2014,54,4.5,'BUSINESS COMMUNICATION','NONE','ARTS','FILM & PHOTOGRAPHY'
'TOKYO CANCELLED','RANA DASGUPTA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2007,1,3.0,'INDIAN WRITING (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'ROMANTIC ENCOUNTERS OF A SEX WORKER','NALINI JAMEELA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2018,3,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'THE SEVEN CRYSTAL BALLS (TINTIN)','HERGE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2013,27,4.7,'COMICS','MANGAS','ARTS','FILM & PHOTOGRAPHY'
'INTRODUCTION TO MACHINE LEARNING','ALPAYDIN ETHEM','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2015,16,3.6,'COMPUTER SCIENCE BOOKS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'TOTAL CONTROL: HIGH PERFORMANCE STREET RIDING TECHNIQUES, 2ND EDITION','LEE PARKS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2015,2,4.5,'MOTORCYCLE RACING','NONE','SPORTS','NONE'
'GHOST IN THE WIRES','WILLIAM L. SIMON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2012,13,3.9,'NETWORKS','SYSTEM ADMINISTRATION','COMPUTING','INTERNET & DIGITAL MEDIA'
'THE KAILAS AT ELLORA: A NEW VIEW OF A MISUNDERSTOOD MASTERWORK','ROGER VOGLER',' PEEYUSH SEKHSARIA','NONE','NONE','NONE','NONE','NONE','HARDCOVER','DEC',2013,1,5.0,'ARCHITECTURE (BOOKS)','NONE','ARTS','FILM & PHOTOGRAPHY'
'GRE POWER VOCAB (GRADUATE SCHOOL TEST PREPARATION)','THE PRINCETON REVIEW','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2015,5,4.0,'ALPHABET REFERENCE','NONE','LANGUAGE','LINGUISTICS & WRITING'
'IVANHOE (PENGUIN CLASSICS)','WALTER SCOTT','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2000,18,4.3,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'YOUR NAME. (LIGHT NOVEL)','MAKOTO SHINKAI','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2017,3,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'THE BOOK OF FIVE RINGS','MIYAMOTO MUSASHI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2009,10,3.9,'MARTIAL ARTS (BOOKS)','NONE','SPORTS','NONE'
'NARUTO 03','MASASHI KISHIMOTO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2004,5,4.5,'MANGAS','NONE','COMICS & MANGAS','NONE'
'CALL OF THE WILD (WISEHOUSE CLASSICS - WITH ORIGINAL ILLUSTRATIONS)','JACK LONDON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2015,11,4.8,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"THE LAST BATTLE OF SARAIGHAT: THE STORY OF THE BJP'S RISE IN THE NORTH-EAST",'RAJAT SETHI','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','NOV',2017,79,4.3,'GOVERNMENT (BOOKS)','NONE','POLITICS','NONE'
'THE PELICAN BRIEF','JOHN GRISHAM','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',1993,11,3.4,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'SHADOW TYRANTS (THE OREGON FILES)','BOYD CUSSLER CLIVE;MORRISON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2018,2,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"IT'S A MAGICAL WORLD: A CALVIN AND HOBBES COLLECTION",'BILL WATTERSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',1997,9,5.0,'COMICS','GRAPHIC NOVELS','HUMOUR','NONE'
'RIP KIRBY, VOL. 8: 1964-1967','FRED DICKENSON','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2015,1,5.0,'CRIME, THRILLER','MYSTERY','COMICS & MANGAS','NONE'
'34 BUBBLEGUMS AND CANDIES','PREETI SHENOY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2008,156,3.6,'INDIAN WRITING (BOOKS)','NONE','ROMANCE','NONE'
'A CENTURY IS NOT ENOUGH: MY ROLLER-COASTER RIDE TO SUCCESS','SOURAV GANGULY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','FEB',2018,349,4.6,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'FOLKTALES FROM CENTRAL ASIA (TINKLE)','RAJANI THINDIATH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2011,10,3.8,'COMICS','GRAPHIC NOVELS','COMICS & MANGAS','NONE'
"SKETCH!: THE NON-ARTIST'S GUIDE TO INSPIRATION, TECHNIQUE, AND DRAWING DAILY LIFE",'FRANCE BELLEVILLE-VAN STONE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2014,2,4.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE SYMPATHIZER: HACHETTE ESSENTIALS','VIET THANH NGUYEN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2019,20,3.9,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2: INCLUDES VOLS. 4, 5 & 6','HIROMU ARAKAWA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2011,1,5.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'MS ICE SANDWICH (JAPANESE NOVELLAS)','LOUISE HEAL KAWAI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2018,1,5.0,'CONTEMPORARY FICTION (BOOKS)','NONE','HUMOUR','NONE'
'SEARCH ENGINE OPTIMIZATION: AN HOUR A DAY','JENNIFER GRAPPONE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2011,2,5.0,'COMPUTER SCIENCE BOOKS','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
