Title,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Edition_Type,Edition_Month,Edition_Year,Reviews,Ratings,Genre1,Genre2,Book_Category1,Book_Category2
5680,2682,3264,3264,3264,3264,3264,3264,25,23,2018,1,5.0,438,424,15,12
6428,2400,3264,3264,3264,3264,3264,3264,25,18,2017,9,4.7,428,296,2,6
5686,679,3264,3264,3264,3264,3264,3264,25,23,2017,38,4.0,0,3,0,12
6864,4668,3264,3264,3264,3264,3264,3264,24,20,2010,6,3.8,0,3,0,12
5662,3870,425,3264,3264,3264,3264,3264,25,16,2018,4,4.2,203,296,10,11
6733,2565,3264,3264,3264,3264,3264,3264,25,24,2017,49,4.4,185,296,2,6
6978,4283,3264,3264,3264,3264,3264,3264,25,24,2018,1,5.0,267,296,3,12
6161,4420,66,331,77,3264,3264,3264,25,16,2010,279,4.2,9,296,4,9
7038,1916,3264,3264,3264,3264,3264,3264,25,13,2009,29,4.0,195,296,2,6
6271,3540,3264,3264,3264,3264,3264,3264,25,22,2016,5,3.2,188,296,10,11
5805,1070,3264,3264,3264,3264,3264,3264,25,23,2017,1,5.0,354,296,14,12
6223,945,3264,3264,3264,3264,3264,3264,25,24,1990,2,4.5,96,191,3,12
5858,4463,3264,3264,3264,3264,3264,3264,25,13,2014,54,4.5,56,296,1,7
6976,3612,3264,3264,3264,3264,3264,3264,25,13,2007,1,3.0,225,296,5,16
6535,3153,3264,3264,3264,3264,3264,3264,25,18,2018,3,4.0,354,296,14,12
6896,1948,3264,3264,3264,3264,3264,3264,25,17,2013,27,4.7,96,267,1,7
6163,596,3264,3264,3264,3264,3264,3264,25,17,2015,16,3.6,102,296,4,9
6982,2661,3264,3264,3264,3264,3264,3264,25,17,2015,2,4.5,284,296,15,12
6039,4674,3264,3264,3264,3264,3264,3264,25,13,2012,13,3.9,293,404,4,9
6784,3797,281,3264,3264,3264,3264,3264,22,15,2013,1,5.0,22,296,1,7
6052,4405,3264,3264,3264,3264,3264,3264,25,19,2015,5,4.0,10,296,10,11
6172,4642,3264,3264,3264,3264,3264,3264,25,20,2000,18,4.3,0,3,0,12
7079,2801,3264,3264,3264,3264,3264,3264,22,21,2017,3,5.0,267,296,3,12
6681,3095,3264,3264,3264,3264,3264,3264,25,13,2009,10,3.9,269,296,15,12
6356,2932,3264,3264,3264,3264,3264,3264,25,20,2004,5,4.5,267,296,3,12
5788,2069,3264,3264,3264,3264,3264,3264,25,24,2015,11,4.8,0,3,0,12
6787,3581,3264,3264,3264,3264,3264,3264,22,23,2017,79,4.3,185,296,13,12
6850,2303,3264,3264,3264,3264,3264,3264,25,19,1993,11,3.4,0,3,0,12
6563,974,3264,3264,3264,3264,3264,3264,25,25,2018,2,5.0,0,3,0,12
6169,945,3264,3264,3264,3264,3264,3264,25,25,1997,9,5.0,96,191,8,12
6529,1692,3264,3264,3264,3264,3264,3264,22,21,2015,1,5.0,111,289,3,12
2207,3499,3264,3264,3264,3264,3264,3264,25,22,2008,156,3.6,225,296,14,12
5587,4181,3264,3264,3264,3264,3264,3264,22,16,2018,349,4.6,43,35,2,6
5998,3577,3264,3264,3264,3264,3264,3264,25,22,2011,10,3.8,96,191,3,12
6575,1675,3264,3264,3264,3264,3264,3264,25,23,2014,2,4.0,0,3,0,12
6921,4594,3264,3264,3264,3264,3264,3264,25,18,2019,20,3.9,0,3,0,12
6012,1970,3264,3264,3264,3264,3264,3264,25,14,2011,1,5.0,267,296,3,12
6334,2737,3264,3264,3264,3264,3264,3264,25,17,2018,1,5.0,106,296,8,12
6553,2194,3264,3264,3264,3264,3264,3264,25,21,2011,2,5.0,102,296,4,9
5675,2364,3264,3264,3264,3264,3264,3264,25,24,2017,2,5.0,14,296,15,12
5633,3951,3264,3264,3264,3264,3264,3264,22,18,2016,70,4.1,43,35,15,12
6280,4024,3264,3264,3264,3264,3264,3264,25,25,2006,3,5.0,118,296,3,12
6312,950,3264,3264,3264,3264,3264,3264,25,17,2013,29,3.5,380,55,4,9
5935,2682,3264,3264,3264,3264,3264,3264,25,15,2017,2,5.0,438,424,15,12
6682,3095,3264,3264,3264,3264,3264,3264,24,17,2005,12,4.3,269,296,15,12
6244,2045,3264,3264,3264,3264,3264,3264,25,17,2019,9,4.1,354,296,14,12
6863,1197,3264,3264,3264,3264,3264,3264,25,25,2014,2,4.0,0,3,0,12
6874,3032,3264,3264,3264,3264,3264,3264,25,16,2016,16,3.8,0,3,0,12
6912,1713,3264,3264,3264,3264,3264,3264,25,23,2007,20,4.2,428,296,2,6
6036,1786,3264,3264,3264,3264,3264,3264,25,16,2017,9,4.1,96,267,3,12
6684,3757,3264,3264,3264,3264,3264,3264,25,19,2016,28,4.2,0,3,0,12
6281,4122,3264,3264,3264,3264,3264,3264,25,20,1996,22,4.3,43,35,2,6
5838,1590,3264,3264,3264,3264,3264,3264,25,22,2013,9,3.4,96,296,3,12
7057,976,3264,3264,3264,3264,3264,3264,25,19,2007,3,5.0,409,296,15,12
6311,2089,3264,3264,3264,3264,3264,3264,25,19,2008,2,5.0,64,296,15,12
6753,1608,3264,3264,3264,3264,3264,3264,25,21,2017,5,3.3,106,296,5,16
6547,4000,3264,3264,3264,3264,3264,3264,25,15,2014,4,5.0,267,296,3,12
5961,4419,3264,3264,3264,3264,3264,3264,22,13,2013,1,5.0,43,35,15,12
5648,2845,3264,3264,3264,3264,3264,3264,25,14,2001,15,4.4,106,296,5,16
6174,4451,3264,3264,3264,3264,3264,3264,25,17,2017,5,4.8,10,296,4,9
6889,2161,3264,3264,3264,3264,3264,3264,25,14,2003,16,4.4,255,230,2,6
6370,2212,3264,3264,3264,3264,3264,3264,25,13,2018,6,3.5,324,329,4,9
6293,2012,3264,3264,3264,3264,3264,3264,25,20,2018,5,4.0,332,296,4,9
6019,4336,3264,3264,3264,3264,3264,3264,25,15,2013,3,4.6,354,296,14,12
6136,2009,249,3264,3264,3264,3264,3264,25,18,2018,1,1.0,416,296,10,11
5689,947,134,387,3264,3264,3264,3264,25,17,2016,1,5.0,102,296,4,9
6779,2000,3264,3264,3264,3264,3264,3264,25,13,2012,7,4.8,111,289,3,12
6101,1426,3264,3264,3264,3264,3264,3264,25,21,1999,1,5.0,259,296,10,11
6606,3317,3264,3264,3264,3264,3264,3264,25,18,2018,7,4.2,0,3,0,12
7046,1420,3264,3264,3264,3264,3264,3264,25,20,2019,9,4.0,106,296,5,16
6521,1989,3264,3264,3264,3264,3264,3264,22,13,2018,18,4.4,326,296,13,12
6620,2416,3264,3264,3264,3264,3264,3264,25,18,2016,2,5.0,0,3,0,12
6065,795,3264,3264,3264,3264,3264,3264,25,23,2012,14,3.9,88,51,1,7
6778,806,3264,3264,3264,3264,3264,3264,25,19,2009,5,4.5,94,224,10,11
6818,2656,3264,3264,3264,3264,3264,3264,25,23,2017,62,3.7,111,289,5,16
5631,1301,3264,3264,3264,3264,3264,3264,25,20,2018,11,3.7,0,3,5,16
6229,1841,3264,3264,3264,3264,3264,3264,25,17,2016,3,4.7,61,296,4,9
7039,3616,3264,3264,3264,3264,3264,3264,25,25,2014,204,4.4,318,296,8,12
6552,3765,3264,3264,3264,3264,3264,3264,25,18,2011,2,4.5,305,296,15,12
5760,965,3264,3264,3264,3264,3264,3264,22,18,2008,1,5.0,110,296,15,12
5732,1182,3264,3264,3264,3264,3264,3264,25,24,2016,1,5.0,354,296,14,12
7068,1159,3264,3264,3264,3264,3264,3264,25,21,2011,3,3.1,157,213,3,12
6963,3636,3264,3264,3264,3264,3264,3264,25,14,2016,421,3.9,354,296,14,12
6465,3079,3264,3264,3264,3264,3264,3264,25,14,2003,2,5.0,324,329,13,12
6919,2991,3264,3264,3264,3264,3264,3264,25,21,2016,29,4.5,43,35,2,6
6302,1662,3264,3264,3264,3264,3264,3264,25,23,2018,34,4.7,225,296,14,12
6819,4424,426,3264,3264,3264,3264,3264,25,23,2010,32,4.4,378,114,2,6
7009,3266,3264,3264,3264,3264,3264,3264,25,20,2015,2,4.6,354,296,14,12
5780,3103,3264,3264,3264,3264,3264,3264,22,17,2016,13,4.9,0,3,0,12
71,4630,3264,3264,3264,3264,3264,3264,25,25,1998,4,4.0,406,136,8,12
6106,3408,3264,3264,3264,3264,3264,3264,25,13,2019,12,4.0,218,296,8,12
6160,1526,3264,3264,3264,3264,3264,3264,25,25,2010,1,4.0,46,296,3,12
6696,3509,3264,3264,3264,3264,3264,3264,25,17,2012,10,4.0,397,92,15,12
7082,4734,3264,3264,3264,3264,3264,3264,22,15,2016,161,4.6,287,296,1,7
5952,1702,3264,3264,3264,3264,3264,3264,25,22,2018,8,4.2,251,406,10,11
6069,1071,3264,3264,3264,3264,3264,3264,25,15,2011,4,4.7,259,296,10,11
7006,1028,3264,3264,3264,3264,3264,3264,25,19,2016,55,4.5,104,124,1,7
6719,1839,3264,3264,3264,3264,3264,3264,24,18,2012,3,5.0,0,3,0,12
6905,1258,3264,3264,3264,3264,3264,3264,22,18,2015,11,4.9,414,296,2,6
6956,1008,3264,3264,3264,3264,3264,3264,25,16,1999,1,5.0,449,296,10,11
6744,3275,3264,3264,3264,3264,3264,3264,25,13,2018,7,3.5,373,296,15,12
6450,3710,3264,3264,3264,3264,3264,3264,25,23,2010,12,4.1,96,267,3,12
6822,3005,3264,3264,3264,3264,3264,3264,25,17,2018,9,4.8,394,304,15,12
6141,3861,3264,3264,3264,3264,3264,3264,25,16,2016,16,3.5,106,296,5,16
5892,2022,170,3264,3264,3264,3264,3264,25,25,1995,6,3.9,26,112,1,7
6730,1740,3264,3264,3264,3264,3264,3264,25,19,2019,2,5.0,0,3,2,6
6468,921,3264,3264,3264,3264,3264,3264,25,20,2008,36,3.9,325,296,13,12
5983,1042,3264,3264,3264,3264,3264,3264,22,18,1994,1,5.0,43,35,2,6
6359,4104,3264,3264,3264,3264,3264,3264,25,13,2016,2,2.5,140,345,4,9
5900,2508,3264,3264,3264,3264,3264,3264,25,14,2012,5,5.0,350,391,5,16
6794,3246,3264,3264,3264,3264,3264,3264,22,16,2017,1,1.0,26,112,3,12
6917,4562,3264,3264,3264,3264,3264,3264,25,22,2015,8,4.6,259,296,10,11
6024,2149,347,3264,3264,3264,3264,3264,25,22,2008,11,4.0,96,267,3,12
6504,4469,3264,3264,3264,3264,3264,3264,24,25,1999,1,5.0,0,3,0,12
7058,2707,3264,3264,3264,3264,3264,3264,25,18,2012,4,3.8,449,296,10,11
7056,597,3264,3264,3264,3264,3264,3264,25,15,2018,6,3.9,57,296,10,11
6964,3370,3264,3264,3264,3264,3264,3264,25,14,2014,4,5.0,118,296,1,7
6776,469,3264,3264,3264,3264,3264,3264,22,21,2014,3,5.0,185,296,13,12
6028,3066,3264,3264,3264,3264,3264,3264,25,18,2018,2,1.0,101,196,4,9
5598,846,3264,3264,3264,3264,3264,3264,25,18,2014,19,4.4,0,3,0,12
5850,1093,3264,3264,3264,3264,3264,3264,25,15,2016,35,4.4,330,383,4,9
6083,2509,3264,3264,3264,3264,3264,3264,25,22,2009,203,4.2,330,383,4,9
6151,2502,3264,3264,3264,3264,3264,3264,25,20,2007,40,4.3,28,296,2,6
6801,3861,3264,3264,3264,3264,3264,3264,25,20,2018,3,3.4,106,296,5,16
6054,3415,78,419,3264,3264,3264,3264,25,16,2015,1,4.0,102,296,4,9
6556,2531,3264,3264,3264,3264,3264,3264,25,16,2018,7,5.0,57,296,2,6
5655,693,3264,3264,3264,3264,3264,3264,25,13,2019,4,4.5,322,296,13,12
6079,3054,3264,3264,3264,3264,3264,3264,24,24,2000,2,5.0,43,35,8,12
6722,2153,3264,3264,3264,3264,3264,3264,22,23,2015,1,3.0,140,345,8,12
6436,3190,3264,3264,3264,3264,3264,3264,22,15,2015,1,5.0,19,296,13,12
5918,3498,3264,3264,3264,3264,3264,3264,25,20,2019,5,4.8,428,296,2,6
7001,3396,196,399,3264,3264,3264,3264,25,23,2017,2,4.5,380,55,4,9
6543,505,3264,3264,3264,3264,3264,3264,25,24,2017,29,4.6,111,289,5,16
6795,2647,3264,3264,3264,3264,3264,3264,25,19,2014,5,4.5,240,41,4,9
6321,2677,3264,3264,3264,3264,3264,3264,25,19,2016,1,5.0,0,3,0,12
6415,3307,297,3264,3264,3264,3264,3264,25,16,2018,12,3.9,123,296,10,11
6920,1669,3264,3264,3264,3264,3264,3264,25,17,2019,1,5.0,111,289,5,16
6481,2015,3264,3264,3264,3264,3264,3264,25,22,2017,85,4.1,102,296,4,9
6018,2832,3264,3264,3264,3264,3264,3264,25,20,2016,29,4.1,428,296,5,16
7053,4015,3264,3264,3264,3264,3264,3264,25,24,2018,5,3.4,54,132,8,12
6768,1441,93,3264,3264,3264,3264,3264,22,15,2015,1,4.0,4,296,1,7
5978,2059,3264,3264,3264,3264,3264,3264,22,23,2018,83,4.7,0,3,0,12
6128,2703,3264,3264,3264,3264,3264,3264,25,21,2019,1,5.0,354,296,14,12
6354,2932,3264,3264,3264,3264,3264,3264,25,21,2011,22,4.7,267,296,3,12
5817,4468,3264,3264,3264,3264,3264,3264,25,17,2008,1,4.0,420,210,1,7
5977,678,3264,3264,3264,3264,3264,3264,25,16,2018,3,5.0,26,112,1,7
6910,1342,3264,3264,3264,3264,3264,3264,25,13,2014,3,3.7,397,92,15,12
5869,2427,3264,3264,3264,3264,3264,3264,25,20,2014,2,4.1,428,296,15,12
6656,3039,3264,3264,3264,3264,3264,3264,25,20,2010,6,3.7,96,267,3,12
6140,3822,3264,3264,3264,3264,3264,3264,25,19,2010,10,3.0,449,296,1,7
5663,1584,3264,3264,3264,3264,3264,3264,25,20,2018,2,4.5,337,296,13,12
6797,3203,3264,3264,3264,3264,3264,3264,25,23,2011,1,5.0,0,3,0,12
5901,1795,3264,3264,3264,3264,3264,3264,22,21,2019,1,4.0,421,296,1,7
6668,3274,3264,3264,3264,3264,3264,3264,25,24,2018,89,4.6,111,289,5,16
5840,1999,3264,3264,3264,3264,3264,3264,25,25,2014,1,5.0,316,296,1,7
6734,2621,3264,3264,3264,3264,3264,3264,25,22,2018,2,5.0,86,296,10,11
3663,2801,3264,3264,3264,3264,3264,3264,25,19,2012,6,3.5,267,296,14,12
5703,547,3264,3264,3264,3264,3264,3264,25,21,2005,6,5.0,267,296,3,12
5630,2210,3264,3264,3264,3264,3264,3264,22,13,2007,1,1.0,96,296,3,12
6713,506,3264,3264,3264,3264,3264,3264,25,19,2013,27,3.9,44,427,2,6
6341,1622,3264,3264,3264,3264,3264,3264,25,21,2008,2,5.0,287,296,1,7
5613,3741,3264,3264,3264,3264,3264,3264,25,21,2017,3,4.2,279,296,13,12
6747,2948,3264,3264,3264,3264,3264,3264,24,16,2018,40,4.5,0,3,0,12
6958,2942,3264,3264,3264,3264,3264,3264,25,18,2015,11,4.6,173,340,8,12
5795,3065,3264,3264,3264,3264,3264,3264,25,14,2014,3,4.0,252,448,10,11
6886,2416,3264,3264,3264,3264,3264,3264,25,18,2016,4,3.6,0,3,0,12
6099,3266,3264,3264,3264,3264,3264,3264,24,17,2010,1,5.0,354,296,14,12
7003,2923,3264,3264,3264,3264,3264,3264,25,23,2013,165,4.6,43,35,15,12
6089,3316,3264,3264,3264,3264,3264,3264,25,17,2005,324,4.2,437,296,10,11
6645,4665,3264,3264,3264,3264,3264,3264,25,13,2008,1,5.0,411,296,8,12
6860,1736,3264,3264,3264,3264,3264,3264,25,15,2014,6,4.5,378,114,1,7
6783,1699,3264,3264,3264,3264,3264,3264,25,13,2017,1,5.0,0,3,0,12
5765,1410,3264,3264,3264,3264,3264,3264,22,17,2019,5,4.7,218,296,8,12
6940,2170,3264,3264,3264,3264,3264,3264,24,23,1984,2,4.5,0,3,0,12
6954,1201,3264,3264,3264,3264,3264,3264,25,23,2007,2,5.0,449,296,10,11
5602,2308,3264,3264,3264,3264,3264,3264,25,24,2017,29,4.1,0,3,5,16
6580,886,3264,3264,3264,3264,3264,3264,25,22,2003,39,3.8,104,124,4,9
6527,3136,3264,3264,3264,3264,3264,3264,22,22,2017,3,2.7,353,389,10,11
6184,1234,3264,3264,3264,3264,3264,3264,25,24,1999,9,4.0,28,296,15,12
6926,715,3264,3264,3264,3264,3264,3264,25,23,2015,10,4.1,201,296,14,12
6623,1833,3264,3264,3264,3264,3264,3264,25,14,2007,1,4.0,287,296,1,7
6442,4491,3264,3264,3264,3264,3264,3264,25,20,2016,5,5.0,118,296,1,7
5762,1346,3264,3264,3264,3264,3264,3264,25,25,2003,1,5.0,203,296,15,12
6693,2821,3264,3264,3264,3264,3264,3264,25,15,2011,2,4.2,225,296,14,12
7007,4177,3264,3264,3264,3264,3264,3264,25,17,2006,42,3.9,106,296,14,12
5864,2716,3264,3264,3264,3264,3264,3264,25,15,2015,2,5.0,0,3,0,12
7067,1078,3264,3264,3264,3264,3264,3264,25,14,2014,1,5.0,449,296,1,7
6007,829,3264,3264,3264,3264,3264,3264,25,18,2010,3,3.9,176,296,2,6
6601,1179,3264,3264,3264,3264,3264,3264,22,23,2017,1,5.0,88,51,3,12
6249,2739,3264,3264,3264,3264,3264,3264,25,22,2010,42,3.8,104,124,4,9
5628,1824,3264,3264,3264,3264,3264,3264,25,13,2012,13,3.7,185,296,13,12
5799,552,3264,3264,3264,3264,3264,3264,25,18,2017,2,5.0,173,340,5,16
6491,3960,346,3264,3264,3264,3264,3264,22,23,2011,15,4.4,43,35,2,6
6974,1228,3264,3264,3264,3264,3264,3264,24,15,1998,2,4.0,0,3,0,12
6789,907,3264,3264,3264,3264,3264,3264,25,24,2015,2,4.6,0,3,0,12
6033,3479,4,3264,3264,3264,3264,3264,22,14,2014,1,4.0,185,296,13,12
5933,2621,3264,3264,3264,3264,3264,3264,22,21,2009,2,5.0,252,448,10,11
5966,3564,3264,3264,3264,3264,3264,3264,25,18,2013,52,4.4,247,296,10,11
6531,1943,89,398,87,369,3264,3264,25,25,2011,1,5.0,56,296,13,12
5888,3897,232,244,3264,3264,3264,3264,22,25,2018,1,5.0,27,315,3,12
6608,2340,3264,3264,3264,3264,3264,3264,25,17,2018,15,3.9,354,296,14,12
5807,3317,3264,3264,3264,3264,3264,3264,25,18,2018,16,4.7,0,3,0,12
6924,1330,3264,3264,3264,3264,3264,3264,25,23,2014,28,3.8,106,296,5,16
6670,3852,3264,3264,3264,3264,3264,3264,25,20,2016,91,4.7,225,296,2,6
5988,1330,3264,3264,3264,3264,3264,3264,25,23,2013,10,4.3,0,3,0,12
6614,4436,3264,3264,3264,3264,3264,3264,25,19,2018,12,4.3,360,296,13,12
6310,3802,3264,3264,3264,3264,3264,3264,22,21,2014,2,5.0,43,35,15,12
7010,505,3264,3264,3264,3264,3264,3264,25,23,2009,9,4.6,354,296,14,12
5912,1330,3264,3264,3264,3264,3264,3264,25,23,2014,11,3.6,106,296,5,16
6908,1341,3264,3264,3264,3264,3264,3264,25,20,2018,9,4.9,38,37,2,6
6571,3991,3264,3264,3264,3264,3264,3264,25,18,2011,33,3.7,96,267,3,12
5789,945,3264,3264,3264,3264,3264,3264,25,13,1992,6,3.7,96,191,3,12
6845,3759,3264,3264,3264,3264,3264,3264,25,19,2013,1,4.0,438,424,15,12
6053,1468,3264,3264,3264,3264,3264,3264,25,19,2019,3,5.0,118,296,1,7
6430,637,3264,3264,3264,3264,3264,3264,25,16,2012,4,4.0,236,296,13,12
6534,3232,3264,3264,3264,3264,3264,3264,25,23,2014,82,3.8,54,132,2,6
6992,3867,3264,3264,3264,3264,3264,3264,25,20,2018,6,4.3,228,59,4,9
6933,2377,3264,3264,3264,3264,3264,3264,22,23,2012,1,5.0,18,296,8,12
5934,4540,231,3264,3264,3264,3264,3264,25,18,2016,5,3.8,0,3,0,12
6853,2124,3264,3264,3264,3264,3264,3264,25,21,2018,8,4.5,0,3,0,12
6191,2189,3264,3264,3264,3264,3264,3264,25,23,2017,168,4.5,201,296,14,12
6015,3061,3264,3264,3264,3264,3264,3264,25,14,2003,1,5.0,397,92,15,12
6362,3839,3264,3264,3264,3264,3264,3264,22,14,2018,28,4.3,43,35,2,6
6761,2283,3264,3264,3264,3264,3264,3264,25,15,2017,1,5.0,0,3,0,12
6119,3251,3264,3264,3264,3264,3264,3264,25,19,2002,1,3.0,105,296,13,12
6150,4710,8,3264,3264,3264,3264,3264,22,15,2018,17,3.5,0,3,0,12
6239,4707,3264,3264,3264,3264,3264,3264,25,20,2003,104,3.4,332,296,4,9
7071,4702,3264,3264,3264,3264,3264,3264,25,15,2017,47,4.9,225,296,14,12
6352,2457,3264,3264,3264,3264,3264,3264,25,24,2009,44,4.5,428,296,2,6
6260,2104,3264,3264,3264,3264,3264,3264,25,19,2015,24,4.1,0,3,0,12
6672,3450,3264,3264,3264,3264,3264,3264,25,25,2010,2,5.0,397,92,15,12
6946,2853,3264,3264,3264,3264,3264,3264,25,25,2016,1,5.0,18,296,8,12
6755,3199,3264,3264,3264,3264,3264,3264,25,22,2014,10,4.9,96,267,3,12
6683,1574,3264,3264,3264,3264,3264,3264,25,13,2019,5,5.0,354,296,14,12
6748,1695,3264,3264,3264,3264,3264,3264,25,13,2011,15,4.4,0,3,0,12
6210,2688,3264,3264,3264,3264,3264,3264,25,17,2017,2,3.5,263,296,15,12
6817,2067,3264,3264,3264,3264,3264,3264,25,15,2017,5,3.4,0,3,0,12
6687,3750,3264,3264,3264,3264,3264,3264,25,25,1993,36,4.6,354,296,14,12
6986,3941,3264,3264,3264,3264,3264,3264,25,17,2003,1,5.0,421,296,15,12
6673,3915,3264,3264,3264,3264,3264,3264,22,19,2018,6,5.0,38,37,4,9
6865,4057,3264,3264,3264,3264,3264,3264,25,18,2017,1,5.0,0,3,0,12
6898,2744,3264,3264,3264,3264,3264,3264,25,24,2018,6,5.0,354,296,14,12
